Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
169,3,2014-07-09,7202,645,1,0,0,1
170,3,2014-07-09,3085,373,1,0,0,1
171,3,2014-07-09,5217,572,1,0,0,1
173,3,2014-07-09,7295,901,1,0,0,1
175,3,2014-07-09,5204,639,1,0,0,0
176,3,2014-07-09,3314,409,1,0,0,1
177,3,2014-07-09,3640,505,1,0,0,0
178,3,2014-07-09,8337,854,1,0,0,0
179,3,2014-07-09,4206,582,1,0,0,1
180,3,2014-07-09,6139,758,1,0,0,0
182,3,2014-07-09,3405,292,1,0,0,0
184,3,2014-07-09,4233,391,1,0,0,1
185,3,2014-07-09,5365,445,1,0,0,1
187,3,2014-07-09,5142,690,1,0,0,0
188,3,2014-07-09,3648,316,1,0,0,0
189,3,2014-07-09,6258,625,1,0,0,0
193,3,2014-07-09,3797,606,1,0,0,0
194,3,2014-07-09,3320,344,1,0,0,0
195,3,2014-07-09,6669,846,1,0,0,1
196,3,2014-07-09,3735,594,1,0,0,0
197,3,2014-07-09,4541,669,1,0,0,0
198,3,2014-07-09,1755,221,1,0,0,0
199,3,2014-07-09,5921,492,1,0,0,0
200,3,2014-07-09,5112,635,1,0,0,1
201,3,2014-07-09,3725,308,1,0,0,1
202,3,2014-07-09,4294,359,1,0,0,0
203,3,2014-07-09,6630,927,1,0,0,0
205,3,2014-07-09,5156,752,1,0,0,1
206,3,2014-07-09,4461,491,1,0,0,1
207,3,2014-07-09,9167,1247,1,0,0,0
208,3,2014-07-09,2063,293,1,0,0,1
209,3,2014-07-09,5038,564,1,0,0,0
210,3,2014-07-09,2153,251,1,0,0,0
211,3,2014-07-09,11344,1386,1,0,0,1
212,3,2014-07-09,4181,487,1,0,0,0
213,3,2014-07-09,7036,547,1,0,0,1
214,3,2014-07-09,6001,464,1,0,0,1
216,3,2014-07-09,5266,690,1,0,0,1
217,3,2014-07-09,4098,635,1,0,0,0
219,3,2014-07-09,2070,271,1,0,0,1
220,3,2014-07-09,2902,420,1,0,0,1
221,3,2014-07-09,4294,448,1,0,0,0
222,3,2014-07-09,4262,516,1,0,0,1
223,3,2014-07-09,5926,653,1,0,0,0
224,3,2014-07-09,4884,382,1,0,0,0
225,3,2014-07-09,4553,515,1,0,0,0
226,3,2014-07-09,5213,532,1,0,0,0
227,3,2014-07-09,4243,375,1,0,0,1
228,3,2014-07-09,6358,458,1,0,0,1
229,3,2014-07-09,5659,591,1,0,0,0
230,3,2014-07-09,6000,795,1,0,0,0
232,3,2014-07-09,2684,272,1,0,0,0
233,3,2014-07-09,7239,844,1,0,0,0
234,3,2014-07-09,6732,681,1,0,0,1
235,3,2014-07-09,3955,359,1,0,0,0
236,3,2014-07-09,6156,799,1,0,0,1
237,3,2014-07-09,4398,555,1,0,0,1
238,3,2014-07-09,5799,901,1,0,0,1
239,3,2014-07-09,3293,347,1,0,0,1
240,3,2014-07-09,4445,432,1,0,0,1
241,3,2014-07-09,4316,460,1,0,0,1
242,3,2014-07-09,2410,258,1,0,0,0
244,3,2014-07-09,3171,358,1,0,0,1
245,3,2014-07-09,6874,899,1,0,0,0
246,3,2014-07-09,6482,855,1,0,0,0
247,3,2014-07-09,5970,529,1,0,0,0
248,3,2014-07-09,6818,999,1,0,0,0
249,3,2014-07-09,4015,426,1,0,0,0
250,3,2014-07-09,5940,498,1,0,0,0
251,3,2014-07-09,14454,1915,1,0,0,1
252,3,2014-07-09,8284,615,1,0,0,1
253,3,2014-07-09,3067,351,1,0,0,1
254,3,2014-07-09,1723,174,1,0,0,0
255,3,2014-07-09,5055,516,1,0,0,1
256,3,2014-07-09,4736,595,1,0,0,1
257,3,2014-07-09,4082,519,1,0,0,1
259,3,2014-07-09,11963,2520,1,0,0,0
260,3,2014-07-09,6457,997,1,0,0,1
261,3,2014-07-09,9681,789,1,0,0,0
262,3,2014-07-09,16064,3075,1,0,0,0
264,3,2014-07-09,4747,711,1,0,0,1
265,3,2014-07-09,3230,381,1,0,0,0
266,3,2014-07-09,3320,462,1,0,0,0
267,3,2014-07-09,6901,887,1,0,0,0
268,3,2014-07-09,4011,594,1,0,0,0
269,3,2014-07-09,4885,716,1,0,0,1
270,3,2014-07-09,8307,1141,1,0,0,1
271,3,2014-07-09,6670,743,1,0,0,0
272,3,2014-07-09,4120,459,1,0,0,0
273,3,2014-07-09,5678,556,1,0,0,1
274,3,2014-07-09,3125,865,1,0,0,0
276,3,2014-07-09,3710,502,1,0,0,0
278,3,2014-07-09,6537,745,1,0,0,0
280,3,2014-07-09,4526,387,1,0,0,0
281,3,2014-07-09,4740,454,1,0,0,0
282,3,2014-07-09,3502,563,1,0,0,1
285,3,2014-07-09,3667,359,1,0,0,0
286,3,2014-07-09,3812,383,1,0,0,0
289,3,2014-07-09,4692,450,1,0,0,0
290,3,2014-07-09,5483,516,1,0,0,1
291,3,2014-07-09,6367,707,1,0,0,0
292,3,2014-07-09,4788,651,1,0,0,1
293,3,2014-07-09,5057,715,1,0,0,1
294,3,2014-07-09,3880,587,1,0,0,0
295,3,2014-07-09,4931,667,1,0,0,0
296,3,2014-07-09,4372,563,1,0,0,0
297,3,2014-07-09,5219,538,1,0,0,0
299,3,2014-07-09,6145,716,1,0,0,0
300,3,2014-07-09,5338,650,1,0,0,0
301,3,2014-07-09,4444,534,1,0,0,0
302,3,2014-07-09,2470,239,1,0,0,0
303,3,2014-07-09,4268,517,1,0,0,1
304,3,2014-07-09,5673,968,1,0,0,0
305,3,2014-07-09,3800,413,1,0,0,0
307,3,2014-07-09,1774,233,1,0,0,0
308,3,2014-07-09,7378,720,1,0,0,1
309,3,2014-07-09,5802,501,1,0,0,1
310,3,2014-07-09,7302,639,1,0,0,0
311,3,2014-07-09,4423,650,1,0,0,0
312,3,2014-07-09,4042,414,1,0,0,0
313,3,2014-07-09,4689,553,1,0,0,0
314,3,2014-07-09,3691,394,1,0,0,1
315,3,2014-07-09,3565,448,1,0,0,0
316,3,2014-07-09,7074,670,1,0,0,1
318,3,2014-07-09,5997,570,1,0,0,0
319,3,2014-07-09,6826,734,1,0,0,0
320,3,2014-07-09,11784,1829,1,0,0,0
321,3,2014-07-09,4409,487,1,0,0,0
322,3,2014-07-09,3836,447,1,0,0,0
323,3,2014-07-09,5425,464,1,0,0,0
324,3,2014-07-09,4354,562,1,0,0,0
325,3,2014-07-09,3797,396,1,0,0,1
326,3,2014-07-09,3874,311,1,0,0,0
327,3,2014-07-09,6613,807,1,0,0,0
328,3,2014-07-09,2993,378,1,0,0,1
329,3,2014-07-09,5103,465,1,0,0,1
330,3,2014-07-09,3394,320,1,0,0,1
331,3,2014-07-09,3924,572,1,0,0,0
332,3,2014-07-09,3418,484,1,0,0,0
333,3,2014-07-09,8248,1172,1,0,0,0
334,3,2014-07-09,3862,436,1,0,0,1
335,3,2014-07-09,10989,2357,1,0,0,1
336,3,2014-07-09,10027,1603,1,0,0,0
337,3,2014-07-09,3107,265,1,0,0,0
338,3,2014-07-09,4858,449,1,0,0,0
339,3,2014-07-09,3318,421,1,0,0,0
340,3,2014-07-09,5098,598,1,0,0,0
341,3,2014-07-09,3414,483,1,0,0,1
343,3,2014-07-09,5871,606,1,0,0,1
344,3,2014-07-09,5879,941,1,0,0,0
346,3,2014-07-09,5782,520,1,0,0,1
347,3,2014-07-09,3531,326,1,0,0,0
349,3,2014-07-09,7307,722,1,0,0,1
350,3,2014-07-09,4608,367,1,0,0,0
351,3,2014-07-09,4534,386,1,0,0,1
352,3,2014-07-09,5040,540,1,0,0,0
353,3,2014-07-09,5460,1484,1,0,0,0
354,3,2014-07-09,5944,517,1,0,0,1
355,3,2014-07-09,7177,970,1,0,0,0
356,3,2014-07-09,4713,388,1,0,0,0
357,3,2014-07-09,6320,859,1,0,0,0
358,3,2014-07-09,7438,867,1,0,0,1
359,3,2014-07-09,5288,480,1,0,0,0
360,3,2014-07-09,6057,701,1,0,0,1
361,3,2014-07-09,4660,522,1,0,0,0
362,3,2014-07-09,7095,943,1,0,0,0
363,3,2014-07-09,6951,887,1,0,0,1
364,3,2014-07-09,3915,560,1,0,0,0
366,3,2014-07-09,4640,507,1,0,0,0
367,3,2014-07-09,3707,464,1,0,0,0
368,3,2014-07-09,6308,533,1,0,0,0
369,3,2014-07-09,3981,402,1,0,0,0
370,3,2014-07-09,5800,474,1,0,0,1
371,3,2014-07-09,5053,434,1,0,0,0
372,3,2014-07-09,6602,552,1,0,0,1
373,3,2014-07-09,3859,278,1,0,0,0
374,3,2014-07-09,7191,805,1,0,0,1
375,3,2014-07-09,6532,563,1,0,0,0
376,3,2014-07-09,6286,746,1,0,0,1
377,3,2014-07-09,5870,844,1,0,0,0
378,3,2014-07-09,4247,664,1,0,0,1
379,3,2014-07-09,2684,381,1,0,0,0
380,3,2014-07-09,10602,1029,1,0,0,1
381,3,2014-07-09,8100,955,1,0,0,0
382,3,2014-07-09,5904,517,1,0,0,0
383,3,2014-07-09,12560,1723,1,0,0,0
384,3,2014-07-09,7076,817,1,0,0,0
386,3,2014-07-09,5571,476,1,0,0,1
387,3,2014-07-09,6499,850,1,0,0,1
388,3,2014-07-09,7022,788,1,0,0,1
389,3,2014-07-09,9524,1223,1,0,0,0
390,3,2014-07-09,8831,921,1,0,0,1
391,3,2014-07-09,3481,441,1,0,0,1
392,3,2014-07-09,5540,535,1,0,0,1
393,3,2014-07-09,4090,412,1,0,0,1
394,3,2014-07-09,6267,523,1,0,0,0
395,3,2014-07-09,2519,346,1,0,0,1
396,3,2014-07-09,6780,794,1,0,0,0
397,3,2014-07-09,3578,545,1,0,0,1
398,3,2014-07-09,3912,496,1,0,0,0
400,3,2014-07-09,6511,980,1,0,0,0
401,3,2014-07-09,6861,709,1,0,0,0
402,3,2014-07-09,5423,582,1,0,0,0
403,3,2014-07-09,4883,501,1,0,0,1
404,3,2014-07-09,3666,521,1,0,0,0
405,3,2014-07-09,3216,361,1,0,0,1
406,3,2014-07-09,4528,376,1,0,0,0
408,3,2014-07-09,3818,382,1,0,0,0
409,3,2014-07-09,4103,426,1,0,0,0
410,3,2014-07-09,4082,566,1,0,0,1
411,3,2014-07-09,6506,530,1,0,0,0
414,3,2014-07-09,4164,354,1,0,0,0
415,3,2014-07-09,4588,397,1,0,0,0
416,3,2014-07-09,8812,1244,1,0,0,0
417,3,2014-07-09,5558,549,1,0,0,1
418,3,2014-07-09,2973,347,1,0,0,1
419,3,2014-07-09,4105,743,1,0,0,1
421,3,2014-07-09,7008,728,1,0,0,0
422,3,2014-07-09,3966,432,1,0,0,0
423,3,2014-07-09,10314,1959,1,0,0,1
424,3,2014-07-09,5758,655,1,0,0,1
425,3,2014-07-09,1687,209,1,0,0,1
426,3,2014-07-09,3398,429,1,0,0,1
431,3,2014-07-09,6052,694,1,0,0,1
432,3,2014-07-09,9087,1472,1,0,0,0
433,3,2014-07-09,4693,619,1,0,0,0
435,3,2014-07-09,2090,271,1,0,0,1
436,3,2014-07-09,4768,538,1,0,0,0
437,3,2014-07-09,5319,625,1,0,0,0
438,3,2014-07-09,4351,517,1,0,0,0
439,3,2014-07-09,5405,734,1,0,0,1
440,3,2014-07-09,3135,406,1,0,0,0
441,3,2014-07-09,4539,516,1,0,0,1
442,3,2014-07-09,2637,336,1,0,0,0
443,3,2014-07-09,3851,373,1,0,0,0
444,3,2014-07-09,10347,1240,1,0,0,0
445,3,2014-07-09,4853,722,1,0,0,1
446,3,2014-07-09,2856,401,1,0,0,1
447,3,2014-07-09,4300,544,1,0,0,0
448,3,2014-07-09,6657,541,1,0,0,1
449,3,2014-07-09,8766,1282,1,0,0,0
450,3,2014-07-09,6606,904,1,0,0,0
451,3,2014-07-09,3936,370,1,0,0,0
452,3,2014-07-09,3475,367,1,0,0,0
453,3,2014-07-09,9485,1244,1,0,0,0
454,3,2014-07-09,4582,660,1,0,0,0
455,3,2014-07-09,6665,412,1,0,0,0
456,3,2014-07-09,3966,623,1,0,0,1
458,3,2014-07-09,5981,538,1,0,0,0
459,3,2014-07-09,7892,1074,1,0,0,0
460,3,2014-07-09,2808,292,1,0,0,0
461,3,2014-07-09,4158,445,1,0,0,0
462,3,2014-07-09,4013,549,1,0,0,0
463,3,2014-07-09,5616,971,1,0,0,1
464,3,2014-07-09,9314,1254,1,0,0,1
465,3,2014-07-09,5365,482,1,0,0,0
466,3,2014-07-09,3891,442,1,0,0,1
467,3,2014-07-09,9472,1150,1,0,0,1
468,3,2014-07-09,3927,493,1,0,0,0
469,3,2014-07-09,9456,1302,1,0,0,1
470,3,2014-07-09,7779,1181,1,0,0,1
472,3,2014-07-09,3934,584,1,0,0,0
473,3,2014-07-09,1755,275,1,0,0,1
474,3,2014-07-09,6447,689,1,0,0,0
475,3,2014-07-09,3638,558,1,0,0,1
476,3,2014-07-09,4509,558,1,0,0,0
478,3,2014-07-09,5417,582,1,0,0,1
479,3,2014-07-09,7945,1024,1,0,0,0
480,3,2014-07-09,3989,587,1,0,0,1
481,3,2014-07-09,3811,367,1,0,0,0
482,3,2014-07-09,5579,697,1,0,0,0
483,3,2014-07-09,3513,513,1,0,0,0
484,3,2014-07-09,5054,525,1,0,0,0
486,3,2014-07-09,2930,361,1,0,0,1
487,3,2014-07-09,4633,492,1,0,0,0
488,3,2014-07-09,3126,362,1,0,0,0
489,3,2014-07-09,5317,562,1,0,0,0
491,3,2014-07-09,5344,406,1,0,0,0
493,3,2014-07-09,6059,647,1,0,0,1
494,3,2014-07-09,7322,1095,1,0,0,1
495,3,2014-07-09,3421,301,1,0,0,0
496,3,2014-07-09,5530,663,1,0,0,1
497,3,2014-07-09,5828,787,1,0,0,0
499,3,2014-07-09,3954,611,1,0,0,0
502,3,2014-07-09,7830,1187,1,0,0,0
503,3,2014-07-09,4982,362,1,0,0,0
504,3,2014-07-09,4723,755,1,0,0,0
505,3,2014-07-09,3734,540,1,0,0,0
506,3,2014-07-09,5725,655,1,0,0,1
507,3,2014-07-09,6392,497,1,0,0,1
508,3,2014-07-09,4005,400,1,0,0,1
509,3,2014-07-09,4401,425,1,0,0,0
510,3,2014-07-09,6059,614,1,0,0,1
511,3,2014-07-09,4294,688,1,0,0,0
513,3,2014-07-09,14126,1676,1,0,0,1
515,3,2014-07-09,6496,526,1,0,0,1
516,3,2014-07-09,3211,453,1,0,0,1
517,3,2014-07-09,4212,485,1,0,0,0
519,3,2014-07-09,3482,429,1,0,0,0
520,3,2014-07-09,3405,356,1,0,0,0
521,3,2014-07-09,3968,312,1,0,0,0
523,3,2014-07-09,12181,1454,1,0,0,1
524,3,2014-07-09,6959,780,1,0,0,0
525,3,2014-07-09,9106,791,1,0,0,1
526,3,2014-07-09,7701,1188,1,0,0,0
527,3,2014-07-09,8595,808,1,0,0,1
528,3,2014-07-09,6857,673,1,0,0,1
529,3,2014-07-09,5681,630,1,0,0,0
530,3,2014-07-09,5799,1079,1,0,0,0
531,3,2014-07-09,4284,554,1,0,0,0
532,3,2014-07-09,8226,1076,1,0,0,1
533,3,2014-07-09,6678,673,1,0,0,0
535,3,2014-07-09,4557,526,1,0,0,1
536,3,2014-07-09,5299,535,1,0,0,1
537,3,2014-07-09,4550,507,1,0,0,0
538,3,2014-07-09,3095,499,1,0,0,0
541,3,2014-07-09,5649,778,1,0,0,1
543,3,2014-07-09,2381,206,1,0,0,0
544,3,2014-07-09,10758,1579,1,0,0,0
545,3,2014-07-09,6953,689,1,0,0,1
546,3,2014-07-09,12172,1542,1,0,0,1
548,3,2014-07-09,3391,306,1,0,0,0
549,3,2014-07-09,4216,519,1,0,0,0
550,3,2014-07-09,4491,376,1,0,0,0
551,3,2014-07-09,5466,916,1,0,0,0
552,3,2014-07-09,4939,501,1,0,0,0
553,3,2014-07-09,5889,557,1,0,0,0
554,3,2014-07-09,3957,576,1,0,0,0
556,3,2014-07-09,6236,812,1,0,0,1
557,3,2014-07-09,2696,484,1,0,0,1
558,3,2014-07-09,2231,383,1,0,0,0
559,3,2014-07-09,4371,628,1,0,0,0
560,3,2014-07-09,12412,1525,1,0,0,1
561,3,2014-07-09,5059,518,1,0,0,1
562,3,2014-07-09,14462,2742,1,0,0,0
563,3,2014-07-09,2863,378,1,0,0,1
564,3,2014-07-09,4193,376,1,0,0,1
565,3,2014-07-09,4969,593,1,0,0,1
566,3,2014-07-09,4119,475,1,0,0,0
567,3,2014-07-09,4483,601,1,0,0,1
568,3,2014-07-09,3588,320,1,0,0,0
569,3,2014-07-09,4773,710,1,0,0,1
570,3,2014-07-09,2244,381,1,0,0,1
572,3,2014-07-09,5438,475,1,0,0,1
574,3,2014-07-09,6816,539,1,0,0,0
576,3,2014-07-09,5402,820,1,0,0,1
577,3,2014-07-09,3599,481,1,0,0,0
578,3,2014-07-09,7635,797,1,0,0,0
579,3,2014-07-09,6924,783,1,0,0,1
580,3,2014-07-09,10344,1627,1,0,0,0
581,3,2014-07-09,3420,470,1,0,0,0
582,3,2014-07-09,3896,550,1,0,0,0
583,3,2014-07-09,4053,454,1,0,0,0
584,3,2014-07-09,3156,326,1,0,0,0
585,3,2014-07-09,3876,677,1,0,0,0
586,3,2014-07-09,11103,1811,1,0,0,1
588,3,2014-07-09,5258,576,1,0,0,0
589,3,2014-07-09,3298,401,1,0,0,0
590,3,2014-07-09,3919,313,1,0,0,0
591,3,2014-07-09,4286,373,1,0,0,0
592,3,2014-07-09,2796,366,1,0,0,1
593,3,2014-07-09,7759,1108,1,0,0,0
594,3,2014-07-09,3477,420,1,0,0,1
595,3,2014-07-09,12481,1485,1,0,0,1
596,3,2014-07-09,3970,665,1,0,0,1
597,3,2014-07-09,3352,529,1,0,0,0
599,3,2014-07-09,8209,722,1,0,0,1
600,3,2014-07-09,4602,475,1,0,0,0
601,3,2014-07-09,2823,249,1,0,0,0
602,3,2014-07-09,4495,440,1,0,0,0
603,3,2014-07-09,5121,764,1,0,0,0
605,3,2014-07-09,5395,413,1,0,0,0
606,3,2014-07-09,5018,541,1,0,0,1
607,3,2014-07-09,2569,300,1,0,0,0
608,3,2014-07-09,6853,759,1,0,0,0
609,3,2014-07-09,4559,515,1,0,0,1
610,3,2014-07-09,2229,321,1,0,0,1
613,3,2014-07-09,5497,867,1,0,0,0
614,3,2014-07-09,6070,866,1,0,0,0
615,3,2014-07-09,6899,961,1,0,0,0
616,3,2014-07-09,5885,582,1,0,0,1
617,3,2014-07-09,5312,549,1,0,0,0
618,3,2014-07-09,4684,389,1,0,0,0
621,3,2014-07-09,3838,562,1,0,0,1
622,3,2014-07-09,3348,369,1,0,0,0
623,3,2014-07-09,3637,479,1,0,0,1
624,3,2014-07-09,4724,501,1,0,0,1
625,3,2014-07-09,4215,411,1,0,0,1
626,3,2014-07-09,6825,653,1,0,0,0
627,3,2014-07-09,4157,446,1,0,0,0
628,3,2014-07-09,5141,705,1,0,0,0
630,3,2014-07-09,5021,624,1,0,0,0
631,3,2014-07-09,4835,613,1,0,0,0
632,3,2014-07-09,5882,825,1,0,0,0
634,3,2014-07-09,5767,612,1,0,0,0
635,3,2014-07-09,4601,481,1,0,0,0
639,3,2014-07-09,3009,326,1,0,0,1
640,3,2014-07-09,8335,678,1,0,0,1
641,3,2014-07-09,3765,354,1,0,0,1
642,3,2014-07-09,2915,376,1,0,0,1
643,3,2014-07-09,6751,958,1,0,0,0
645,3,2014-07-09,6814,852,1,0,0,0
647,3,2014-07-09,3899,537,1,0,0,0
648,3,2014-07-09,5212,501,1,0,0,1
649,3,2014-07-09,2924,343,1,0,0,0
651,3,2014-07-09,4883,619,1,0,0,1
652,3,2014-07-09,4400,501,1,0,0,0
653,3,2014-07-09,4479,406,1,0,0,1
654,3,2014-07-09,5196,647,1,0,0,0
655,3,2014-07-09,5845,512,1,0,0,1
656,3,2014-07-09,2610,292,1,0,0,0
657,3,2014-07-09,3617,524,1,0,0,1
658,3,2014-07-09,4543,469,1,0,0,1
659,3,2014-07-09,3781,540,1,0,0,0
661,3,2014-07-09,4730,431,1,0,0,0
662,3,2014-07-09,5056,566,1,0,0,0
663,3,2014-07-09,3903,566,1,0,0,0
664,3,2014-07-09,3438,495,1,0,0,0
665,3,2014-07-09,5744,1002,1,0,0,0
666,3,2014-07-09,4811,492,1,0,0,0
667,3,2014-07-09,7162,673,1,0,0,0
668,3,2014-07-09,8052,1105,1,0,0,1
672,3,2014-07-09,6910,1153,1,0,0,0
673,3,2014-07-09,5314,458,1,0,0,0
674,3,2014-07-09,5612,708,1,0,0,1
675,3,2014-07-09,2316,239,1,0,0,1
676,3,2014-07-09,7086,1611,1,0,0,0
678,3,2014-07-09,5445,651,1,0,0,1
679,3,2014-07-09,9677,974,1,0,0,1
680,3,2014-07-09,4550,691,1,0,0,0
681,3,2014-07-09,2180,306,1,0,0,0
682,3,2014-07-09,11447,1931,1,0,0,1
683,3,2014-07-09,6818,752,1,0,0,1
685,3,2014-07-09,4189,408,1,0,0,1
686,3,2014-07-09,5319,676,1,0,0,0
687,3,2014-07-09,6072,517,1,0,0,1
